image_path,label,domain,metadata_path
diseases/plant/tomato_tomato_yellowleaf_curl_virus/images/0c29886e-37b9-4468-b1ca-71e9c6c37414___YLCV_GCREC 2234.JPG,tomato_tomato_yellowleaf_curl_virus,plant,diseases/plant/tomato_tomato_yellowleaf_curl_virus/info.json
diseases/plant/tomato_tomato_yellowleaf_curl_virus/images/0c19cb59-85ac-4ed9-bc56-ccf75915973b___YLCV_GCREC 5345.JPG,tomato_tomato_yellowleaf_curl_virus,plant,diseases/plant/tomato_tomato_yellowleaf_curl_virus/info.json
diseases/plant/tomato_tomato_yellowleaf_curl_virus/images/Tomato__Tomato_YellowLeaf__Curl_Virus.JPG,tomato_tomato_yellowleaf_curl_virus,plant,diseases/plant/tomato_tomato_yellowleaf_curl_virus/info.json
diseases/plant/tomato_tomato_yellowleaf_curl_virus/images/0ae630bc-8f67-40b7-b264-120ba0d66341___YLCV_GCREC 5115.JPG,tomato_tomato_yellowleaf_curl_virus,plant,diseases/plant/tomato_tomato_yellowleaf_curl_virus/info.json
diseases/plant/tomato_tomato_yellowleaf_curl_virus/images/0db2eb04-b52c-4df9-9b3d-17bf58f03bc3___UF.GRC_YLCV_Lab 02967.JPG,tomato_tomato_yellowleaf_curl_virus,plant,diseases/plant/tomato_tomato_yellowleaf_curl_virus/info.json
diseases/plant/tomato_tomato_yellowleaf_curl_virus/images/0d4d2931-d063-4f29-8190-9c624e42f561___YLCV_NREC 2649.JPG,tomato_tomato_yellowleaf_curl_virus,plant,diseases/plant/tomato_tomato_yellowleaf_curl_virus/info.json
diseases/plant/tomato_tomato_yellowleaf_curl_virus/images/0b0a09a1-7e13-44e5-ab27-2e8f3ca3d605___UF.GRC_YLCV_Lab 02968.JPG,tomato_tomato_yellowleaf_curl_virus,plant,diseases/plant/tomato_tomato_yellowleaf_curl_virus/info.json
diseases/plant/anthracnose/images/images-3.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/Unknown-1.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/images.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/images-2.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/images-5.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/images-8.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/images-4.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/images-7.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/Anthracnose.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/images-6.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/Unknown-3.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/images-1.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/Unknown-2.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/anthracnose/images/Unknown.jpeg,anthracnose,plant,diseases/plant/anthracnose/info.json
diseases/plant/tomato_early_blight/images/7b085d56-6867-4946-8208-5823afeba034___RS_Erly.B 7384.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8a13da5b-4bc2-485a-962d-df8c6634ea00___RS_Erly.B 7519.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0ba3d536-8732-4ea1-b3e1-a1be86e5dc6a___RS_Erly.B 9499.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0fbc786c-62a7-44f3-8db8-2649809bf1aa___RS_Erly.B 9514.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1ba9a636-a673-45bc-b515-4fe6848f271e___RS_Erly.B 9605.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/2bdca297-e0d1-41f0-b1dc-3801384faa1a___RS_Erly.B 7858.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7e236dc3-40e2-4ff9-8356-4fb7a3fcc0ff___RS_Erly.B 6426.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7ea52c28-a4c6-4e12-a4d2-59fbb1c441d8___RS_Erly.B 7747.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5fc7639c-d04d-40bc-bbd3-68bf11183ed9___RS_Erly.B 7745.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1a8bd88f-309f-4392-b387-7cb423ef0ab6___RS_Erly.B 7366.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0fc8cb27-a10f-4587-a91d-4dbec9f839c7___RS_Erly.B 7715.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1bff3ab2-9e99-4d4b-ad0e-acd943324050___RS_Erly.B 6460.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1f4c9f8a-5672-4e47-84dd-55f85f953174___RS_Erly.B 7582.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8c757ec5-a977-412f-bf8e-208fefc79063___RS_Erly.B 9504.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5a62e38f-8042-4ca8-8df6-2bdeed7e9a7b___RS_Erly.B 9493.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1bdb9ab4-1a7a-449a-b848-c446d7615d42___RS_Erly.B 8443.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1b4a2ad5-057d-4fac-9188-648edbe49751___RS_Erly.B 7767.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1ba88993-c3f8-462d-bd1b-e10819b9c96f___RS_Erly.B 8396.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0cd1ebaf-3975-4749-b625-50b7b0751c36___RS_Erly.B 7508.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1c9e0f1a-7314-449c-9482-9059684ac82d___RS_Erly.B 7840.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1c71757d-d351-4016-b5bb-06a63d0f2e24___RS_Erly.B 6388.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0f03a09c-aa48-4d51-95e1-752c466c3742___RS_Erly.B 6413.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6c124f22-619b-44fc-a3d1-231286d4bfda___RS_Erly.B 6403.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8a1d3598-cd1d-4978-9e18-b5e205108540___RS_Erly.B 8315.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7a259d3d-cca4-4041-88ec-d3140cd96f25___RS_Erly.B 7415.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7fe26a53-b4d8-4069-bb0a-1c6d19cbc4e1___RS_Erly.B 7810.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8d4ae220-8a79-4ca0-886c-92e90fc7efb2___RS_Erly.B 7625.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0abc57ec-7f3b-482a-8579-21f3b2fb780b___RS_Erly.B 7609.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/00c5c908-fc25-4710-a109-db143da23112___RS_Erly.B 7778.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0ae44a6c-1213-4312-a11b-c7c5d4e585d0___RS_Erly.B 9442.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0b494c44-8cd0-4491-bdfd-8a354209c3ae___RS_Erly.B 9561.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0efaac13-1988-48db-aec3-f31df3045b95___RS_Erly.B 8342.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5d89c2ab-31d9-4f0a-bd00-2c2475b2a037___RS_Erly.B 9377.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7c691a49-8a56-49d2-856f-6c20c34e257b___RS_Erly.B 9586.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0e03c87e-b43f-4cfe-a837-71306c68f4c0___RS_Erly.B 7733.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5c498e4e-e9b8-4380-828e-53dfd9beb683___RS_Erly.B 7788.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5b86ab6a-3823-4886-85fd-02190898563c___RS_Erly.B 8452.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0bed4d68-b82c-4e96-bbfe-e0fc10df01aa___RS_Erly.B 8301.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8b2de2f4-1f12-46a7-ae3c-85fe9bd6ab6e___RS_Erly.B 7574.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5d998134-578b-481e-9b88-df0134eb567b___RS_Erly.B 7626.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/06d6d114-8d26-43eb-b79f-44218bbfa0d1___RS_Erly.B 9441.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5bb67c87-9449-4365-aad2-0763164a608b___RS_Erly.B 7460.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5a0ff573-924f-48c8-a3ef-ed82995ed145___RS_Erly.B 6478.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6fbefe16-4635-4a03-b245-65594ded39cf___RS_Erly.B 7654.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1f4c6478-a39b-4974-aeef-3fcfa5ea69a6___RS_Erly.B 7385.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8ed69ac4-4692-4154-a484-8a693ff7de64___RS_Erly.B 7775.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/2b7c8b0d-d906-4c93-9dc4-554ae46a3ec3___RS_Erly.B 7825.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1d1d79c6-824d-4c48-bd59-c83a5cf29229___RS_Erly.B 9547.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5bd6338a-0f10-457b-a7bd-69f2ee7c6504___RS_Erly.B 9534.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7b4b71f7-ba45-45b8-80c4-a80ae73b9d0f___RS_Erly.B 7611.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1bb0101c-d0a4-41a5-85b9-6e8634d01a36___RS_Erly.B 9585.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6c5baf51-ae97-41dd-9728-1995177e3b6a___RS_Erly.B 7723.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0d5f65a3-b32f-4565-b63a-c6da73c1322b___RS_Erly.B 8310.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1e08cf06-c20b-47bc-8773-a22cc730aa04___RS_Erly.B 8228.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5ad16a00-4f2d-4872-a45c-80250b507ecc___RS_Erly.B 9378.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/2c9fda20-f414-4aaa-8798-faf6bc38f014___RS_Erly.B 6491.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0bb52721-51a6-4343-8c54-de15cedf8e5c___RS_Erly.B 7572.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6f8046e5-2fc8-4243-a887-b4e99d16397d___RS_Erly.B 6471.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6c3feee9-23a8-46c4-8ded-5b0ef2e49ff5___RS_Erly.B 9370.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6a6f1594-62fa-487a-a51f-38b86e7483cf___RS_Erly.B 6360.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0db67be3-f733-4d15-b7d9-5d075b2cafc7___RS_Erly.B 6401.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1f402ddb-f3e8-4907-a793-320c8e43446a___RS_Erly.B 9460.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7c4ba770-64bf-4cd5-82ea-c5e2a16d81f3___RS_Erly.B 9556.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0ecc2ee7-fb66-41fa-a23b-9bdeaf31078a___RS_Erly.B 6381.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7bab9b53-f608-4f3f-8325-d730d846b3d9___RS_Erly.B 7695.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/2a64ed5f-6be9-463b-894f-e2953da0a974___RS_Erly.B 7520.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5d5d73a4-b480-4479-a5a5-8d6ba6909eac___RS_Erly.B 9409.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0e2e58b7-1417-49c4-b014-b5efb4b4b831___RS_Erly.B 8256.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/Tomato_Early_blight.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8b7b2dbe-cb3d-4ab1-a487-7c7d5553b796___RS_Erly.B 7448.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5e10503d-8b4e-4215-9128-b92b48fce53d___RS_Erly.B 7559.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5daba301-b6f9-4fc4-8be7-a918d3a7554c___RS_Erly.B 8282.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0a2726e0-3358-4a46-b6dc-563a5a9f2bdf___RS_Erly.B 7860.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5adb20df-006b-4a5d-a1c4-c8284eee9e20___RS_Erly.B 9484.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6b9b4ddb-9ac0-4da5-9176-24c325bd6037___RS_Erly.B 7392.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7b7780c0-f1b2-4095-924c-f3d7777b427e___RS_Erly.B 9613.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0cd2270f-87f8-45b5-a4af-19fa34b2acaa___RS_Erly.B 9567.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5c8ced5b-fa5c-41d4-8ad9-a3c7c4891355___RS_Erly.B 6350.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7de91b8f-80f1-41bc-af89-2cf58a89276b___RS_Erly.B 7805.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/2b5bebdd-3af4-41ca-b206-efc1a141e71d___RS_Erly.B 6363.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7a255c73-1a41-47f8-8705-dee13a9a5827___RS_Erly.B 9399.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5d0f4647-6f88-4c84-bacf-d6bc4d469c4d___RS_Erly.B 8411.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7cd27862-7a89-4ffc-bc08-7dfbb24f76d9___RS_Erly.B 7560.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0f7a2408-9c26-4ff9-bee5-2bfcd91a11f7___RS_Erly.B 9440.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1cebc4a1-5fb6-4168-8e18-e2973ef6d18f___RS_Erly.B 9552.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5c81bfc2-d377-4fc8-9f51-ff26a997c20b___RS_Erly.B 6345.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0c221e01-a85e-4794-b45b-3a91e349a8d2___RS_Erly.B 6425.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7b377a4c-886c-46c5-8a57-a636cc47c9a8___RS_Erly.B 6475.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6efab540-3bb1-47fd-b55f-ed447305f500___RS_Erly.B 7397.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1c057b5e-9ad7-4d51-b407-c60637005a13___RS_Erly.B 7594.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0cd17aff-13d8-439a-ac08-dae1aea55edb___RS_Erly.B 7828.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8e1c8815-49e0-4be6-a3a5-a426ab6b2445___RS_Erly.B 7822.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7b2a8123-3905-48d9-be99-b5e749b5ba45___RS_Erly.B 6472.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5fef7edb-3b8a-4f74-b980-493366ead004___RS_Erly.B 6476.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5bcb328c-9fa4-4abf-a3b6-8a015ada7d94___RS_Erly.B 7476.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0f065614-a53a-4c83-9d29-5d3e4ab5b41d___RS_Erly.B 7676.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1c31e2e3-e314-47a8-86fe-e7b8b9199c09___RS_Erly.B 8272.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8d70db5b-7916-4397-836d-6a73a2faaead___RS_Erly.B 6330.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8b448aba-68ad-461d-a8f4-99c6ccee8fbe___RS_Erly.B 7463.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8ac21e2c-f953-4e96-8d43-e82dae24017e___RS_Erly.B 7459.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7c1dc810-54ee-4442-86d5-6994d4736d92___RS_Erly.B 6430.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/06d0298e-18e5-4bf5-8d33-8feef6600f15___RS_Erly.B 7573.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5ba2c9ec-1d6f-4870-933d-6c9d05833d47___RS_Erly.B 6337.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8e4238dc-b4fd-46d0-8892-965e64dad7ab___RS_Erly.B 9404.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8a089fe7-9e6a-4db7-b0e8-9792e4abc326___RS_Erly.B 7466.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/2ab7f21e-4a55-4895-acdb-5f161167a0f1___RS_Erly.B 8318.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5a50d734-271b-43f8-991f-b6e6f264b686___RS_Erly.B 6488.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/2a5367b1-6732-4213-b095-5953251324ee___RS_Erly.B 7585.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0c865fa4-b0bf-4e69-b39a-d97b068cef84___RS_Erly.B 7477.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/2bdecb58-7e31-4129-83ff-125b7a31c0f6___RS_Erly.B 9506.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0bd357fe-1e54-4c65-979c-e894e0b8a3aa___RS_Erly.B 8328.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0f1fb081-c715-414e-aa64-2c398ba6c320___RS_Erly.B 6382.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6e673a0a-ad79-489d-bd0a-d96479fd81b5___RS_Erly.B 7441.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1d3d164e-43a9-4e0a-9e4f-9c9abab64d88___RS_Erly.B 7824.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6ccc0cdb-d420-4bc6-9a1a-d195a0521c19___RS_Erly.B 9437.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/4fd3f0e7-cdd9-4151-8734-5f0ad1f52614___RS_Erly.B 9564.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0f12e22b-49a9-4d9a-84bc-76bb86ed2a14___RS_Erly.B 9572.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8eba4e89-f5bf-45d4-be9b-30dfde83f538___RS_Erly.B 7586.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/8c9b351b-520c-46f9-960f-8850386e54ab___RS_Erly.B 7677.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5a05e4e9-74d1-40a8-aca2-dc3500ef5fbc___RS_Erly.B 9489.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/01f87f04-ff38-4aba-b7d1-587aa06e5282___RS_Erly.B 7851.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1c29bc72-967e-46df-844b-467c95b298a3___RS_Erly.B 9549.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/7b962f23-1e0e-4c28-b741-d21c51ab6d4b___RS_Erly.B 7835.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/1e671658-3463-4a38-8b6a-e2867aeeda10___RS_Erly.B 6359.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/0f111718-a749-42cf-9495-412f4b51acf0___RS_Erly.B 7482.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5ac465b8-86c9-469a-a656-add4ab1f14e4___RS_Erly.B 6473.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5b71fe03-84fc-4866-9bf8-e557ce918c6e___RS_Erly.B 9580.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6f8ac19d-d97f-47ee-8ad4-bb53ab7984a0___RS_Erly.B 7786.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/5ac54e63-40a4-4651-a900-fd3ab4d32bae___RS_Erly.B 7727.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
diseases/plant/tomato_early_blight/images/6ceca8a9-a257-4238-a779-bdb0dccc528e___RS_Erly.B 7604.JPG,tomato_early_blight,plant,diseases/plant/tomato_early_blight/info.json
